Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product, Price_per_Unit ,Units_Sold, Total_Sales , Operating_Profit ,Sales_Method
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Mens Apparel,65,2000,130000,32500,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Womens Apparel,55,3000,165000,49500,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Mens Street Footwear,55,5750,316250,110688,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Mens Athletic Footwear,55,2250,123750,43313,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Womens Street Footwear,45,2750,123750,30938,Outlet
Foot Locker,1185732,2020-01-01,Northeast,New York,New York,Mens Street Footwear,47,336,15792,9633,Online
Foot Locker,1185732,2020-01-02,Northeast,New York,New York,Mens Athletic Footwear,47,260,12220,5132,Online
Foot Locker,1185732,2020-01-03,Northeast,New York,New York,Womens Street Footwear,36,250,9000,4140,Online
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Womens Athletic Footwear,41,247,10127,4658,Online
Foot Locker,1185732,2020-01-05,Northeast,New York,New York,Mens Apparel,55,234,12870,5148,Online
Foot Locker,1185732,2020-01-06,Northeast,New York,New York,Womens Apparel,46,260,11960,4425,Online
Foot Locker,1185732,2020-01-07,Northeast,New York,New York,Mens Street Footwear,46,313,14398,8927,Online
Foot Locker,1185732,2020-01-08,Northeast,New York,New York,Mens Athletic Footwear,46,261,12006,5283,Online
Foot Locker,1185732,2020-01-21,Northeast,New York,New York,Womens Street Footwear,36,276,9936,4670,Online
Foot Locker,1185732,2020-01-22,Northeast,New York,New York,Womens Athletic Footwear,44,206,9064,4441,Online
Foot Locker,1185732,2020-01-23,Northeast,New York,New York,Mens Apparel,58,243,14094,6060,Online
Foot Locker,1185732,2020-01-24,Northeast,New York,New York,Womens Apparel,48,290,13920,5290,Online
Foot Locker,1185732,2020-01-25,Northeast,New York,New York,Mens Street Footwear,46,354,16284,10259,Online
Foot Locker,1185732,2020-01-26,Northeast,New York,New York,Mens Athletic Footwear,48,259,12432,5346,Online
Foot Locker,1185732,2020-01-27,Northeast,New York,New York,Womens Street Footwear,39,247,9633,4720,Online
Foot Locker,1185732,2020-01-28,Northeast,New York,New York,Womens Athletic Footwear,43,216,9288,4644,Online
Foot Locker,1185732,2020-01-29,Northeast,New York,New York,Mens Apparel,59,230,13570,5699,Online
Foot Locker,1185732,2020-01-30,Northeast,New York,New York,Womens Apparel,45,238,10710,3749,Online
Foot Locker,1185732,2020-01-31,Northeast,New York,New York,Mens Street Footwear,45,300,13500,8370,Online
Foot Locker,1185732,2020-02-01,Northeast,New York,New York,Mens Athletic Footwear,47,234,10998,4509,Online
Foot Locker,1185732,2020-02-02,Northeast,New York,New York,Womens Street Footwear,39,252,9828,4914,Online
Foot Locker,1185732,2020-02-03,Northeast,New York,New York,Womens Athletic Footwear,41,239,9799,4802,Online
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Mens Apparel,56,215,12040,5057,Online
Foot Locker,1185732,2020-02-05,Northeast,New York,New York,Womens Apparel,49,238,11662,4315,Online
Foot Locker,1185732,2020-02-06,Northeast,New York,New York,Mens Street Footwear,54,317,17118,10956,Online
Foot Locker,1185732,2020-02-07,Northeast,New York,New York,Mens Athletic Footwear,50,259,12950,5180,Online
Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Womens Street Footwear,46,261,12006,5643,Online
Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Womens Athletic Footwear,46,230,10580,5078,Online
Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Mens Apparel,59,245,14455,6505,Online
Foot Locker,1185732,2020-03-03,Northeast,New York,New York,Womens Apparel,59,290,17110,6160,Online
Foot Locker,1185732,2020-03-04,Northeast,New York,New York,Mens Street Footwear,55,313,17215,10501,Online
Foot Locker,1185732,2020-03-05,Northeast,New York,New York,Mens Athletic Footwear,54,270,14580,5978,Online
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Womens Street Footwear,46,278,12788,6138,Online
Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Womens Athletic Footwear,47,261,12267,5520,Online
Foot Locker,1185732,2020-03-08,Northeast,New York,New York,Mens Apparel,55,252,13860,6237,Online
Foot Locker,1185732,2020-03-09,Northeast,New York,New York,Womens Apparel,64,305,19520,7613,Online
Foot Locker,1185732,2020-03-10,Northeast,New York,New York,Mens Street Footwear,59,319,18821,11293,Online
Foot Locker,1185732,2020-03-11,Northeast,New York,New York,Mens Athletic Footwear,53,267,14151,5943,Online
Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Womens Street Footwear,46,247,11362,5113,Online
Foot Locker,1185732,2020-03-13,Northeast,New York,New York,Womens Athletic Footwear,46,243,11178,5142,Online
Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Mens Apparel,58,231,13398,5761,Online
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Womens Apparel,61,286,17446,6978,Online
Foot Locker,1185732,2020-03-16,Northeast,New York,New York,Mens Street Footwear,58,325,18850,11499,Online
Foot Locker,1185732,2020-03-17,Northeast,New York,New York,Mens Athletic Footwear,53,308,16324,6693,Online
Foot Locker,1185732,2020-03-18,Northeast,New York,New York,Womens Street Footwear,45,257,11565,5320,Online
Foot Locker,1185732,2020-03-31,Northeast,New York,New York,Womens Athletic Footwear,47,241,11327,5324,Online
Walmart,1185732,2020-04-17,Northeast,New York,New York,Mens Apparel,54,270,14580,6561,Online
Walmart,1185732,2020-04-18,Northeast,New York,New York,Womens Apparel,62,290,17980,6653,Online
Walmart,1185732,2020-04-19,Northeast,New York,New York,Mens Street Footwear,56,360,20160,12499,Online
Walmart,1185732,2020-04-20,Northeast,New York,New York,Mens Athletic Footwear,50,270,13500,5940,Online
Walmart,1185732,2020-04-21,Northeast,New York,New York,Womens Street Footwear,47,268,12596,5920,Online
Walmart,1185732,2020-04-22,Northeast,New York,New York,Womens Athletic Footwear,47,252,11844,5448,Online
Walmart,1185732,2020-04-23,Northeast,New York,New York,Mens Apparel,58,252,14616,5846,Online
Walmart,1185732,2020-04-24,Northeast,New York,New York,Womens Apparel,59,280,16520,6608,Online
Walmart,1185732,2020-04-25,Northeast,New York,New York,Mens Apparel,64,236,15104,6344,Online
Walmart,1185732,2020-04-26,Northeast,New York,New York,Womens Apparel,68,290,19720,7494,Online
Walmart,1185732,2020-04-27,Northeast,New York,New York,Mens Street Footwear,60,299,17940,10764,Online
Walmart,1185732,2020-04-28,Northeast,New York,New York,Mens Athletic Footwear,53,273,14469,6222,Online
Walmart,1185732,2020-04-29,Northeast,New York,New York,Womens Street Footwear,52,258,13416,6440,Online
Walmart,1185732,2020-04-30,Northeast,New York,New York,Womens Athletic Footwear,50,252,12600,6174,Online
Walmart,1185732,2020-05-01,Northeast,New York,New York,Mens Apparel,64,254,16256,6828,Online
Walmart,1185732,2020-05-02,Northeast,New York,New York,Womens Apparel,66,263,17358,6422,Online
Walmart,1185732,2020-05-03,Northeast,New York,New York,Mens Street Footwear,62,312,19344,12380,Online
Walmart,1185732,2020-05-04,Northeast,New York,New York,Mens Athletic Footwear,51,300,15300,6426,Online
Walmart,1185732,2020-05-05,Northeast,New York,New York,Womens Street Footwear,54,285,15390,7233,Online
Walmart,1185732,2020-05-06,Northeast,New York,New York,Womens Athletic Footwear,54,225,12150,5589,Online
Walmart,1185732,2020-05-07,Northeast,New York,New York,Mens Apparel,60,261,15660,6734,Online
Walmart,1185732,2020-07-18,Northeast,New York,New York,Womens Apparel,68,290,19720,6902,Online
Sports Direct,1197831,2020-07-19,Northeast,New York,New York,Mens Street Footwear,24,234,5616,2640,Online
Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Mens Athletic Footwear,34,225,7650,3749,Online
Sports Direct,1197831,2020-07-21,Northeast,New York,New York,Womens Street Footwear,33,210,6930,3188,Online
Sports Direct,1197831,2020-07-22,Northeast,New York,New York,Womens Athletic Footwear,34,175,5950,3273,Online
Sports Direct,1197831,2020-07-23,South,Texas,Houston,Mens Apparel,36,154,5544,2384,Online
Sports Direct,1197831,2020-07-24,South,Texas,Houston,Womens Apparel,34,203,6902,4417,Online
Sports Direct,1197831,2020-07-25,South,Texas,Houston,Mens Street Footwear,23,213,4899,2450,Online
Sports Direct,1197831,2020-07-26,South,Texas,Houston,Mens Athletic Footwear,33,255,8415,3787,Online
Sports Direct,1197831,2020-07-27,South,Texas,Houston,Womens Street Footwear,32,176,5632,2534,Online
Sports Direct,1197831,2020-07-28,South,Texas,Houston,Womens Athletic Footwear,34,175,5950,3570,Online
Sports Direct,1197831,2020-07-29,South,Texas,Houston,Mens Apparel,38,125,4750,2138,Online
Sports Direct,1197831,2020-07-30,South,Texas,Houston,Womens Apparel,34,196,6664,4198,Online
Sports Direct,1197831,2020-07-31,South,Texas,Houston,Mens Street Footwear,29,254,7366,3315,Online
Sports Direct,1197831,2020-08-01,South,Texas,Houston,Mens Athletic Footwear,39,236,9204,4142,Online
Sports Direct,1197831,2020-08-02,South,Texas,Houston,Womens Street Footwear,32,182,5824,2854,Online
Sports Direct,1197831,2020-08-03,South,Texas,Houston,Womens Athletic Footwear,37,174,6438,3734,Online
Sports Direct,1197831,2020-08-04,South,Texas,Houston,Mens Apparel,41,125,5125,2050,Online
Sports Direct,1197831,2020-08-05,South,Texas,Houston,Womens Apparel,39,189,7371,4423,Online
Sports Direct,1197831,2020-08-06,South,Texas,Houston,Mens Street Footwear,27,234,6318,3033,Online
Sports Direct,1197831,2020-08-07,South,Texas,Houston,Mens Athletic Footwear,38,225,8550,3848,Online
Sports Direct,1197831,2020-08-08,South,Texas,Houston,Womens Street Footwear,34,203,6902,3175,Online
Sports Direct,1197831,2020-08-09,South,Texas,Houston,Womens Athletic Footwear,36,163,5868,3462,Online
Walmart,1197831,2020-08-10,South,Texas,Houston,Mens Apparel,42,147,6174,2593,Online
Walmart,1197831,2020-08-11,South,Texas,Houston,Womens Apparel,39,232,9048,5519,Online
Walmart,1197831,2020-08-12,South,Texas,Houston,Mens Street Footwear,29,268,7772,3731,Online
Walmart,1197831,2020-08-13,South,Texas,Houston,Mens Athletic Footwear,38,259,9842,4527,Online
Walmart,1197831,2020-08-14,South,Texas,Houston,Womens Street Footwear,33,225,7425,3564,Online
Walmart,1197831,2020-08-15,South,Texas,Houston,Womens Athletic Footwear,39,189,7371,4275,Online
Walmart,1197831,2020-08-16,South,Texas,Houston,Mens Apparel,42,168,7056,2822,Online
Walmart,1197831,2020-08-17,South,Texas,Houston,Womens Apparel,37,276,10212,6434,Online
Walmart,1197831,2020-08-18,South,Texas,Houston,Mens Street Footwear,39,238,9282,4363,Online
Walmart,1197831,2020-08-19,South,Texas,Houston,Mens Athletic Footwear,42,238,9996,4498,Online
Walmart,1197831,2020-08-20,South,Texas,Houston,Womens Street Footwear,37,232,8584,4206,Online
Walmart,1197831,2020-08-21,South,Texas,Houston,Womens Athletic Footwear,38,203,7714,4397,Online
Walmart,1197831,2020-08-22,South,Texas,Houston,Mens Apparel,41,169,6929,3118,Online
Walmart,1197831,2020-08-23,South,Texas,Houston,Womens Apparel,47,250,11750,7520,Online
Walmart,1197831,2020-08-24,South,Texas,Houston,Mens Street Footwear,37,238,8806,3963,Online
Walmart,1197831,2020-08-25,South,Texas,Houston,Mens Athletic Footwear,42,238,9996,4598,Online
Walmart,1197831,2020-08-26,South,Texas,Houston,Womens Street Footwear,37,319,11803,5311,Online
Walmart,1197831,2020-08-27,South,Texas,Houston,Womens Athletic Footwear,36,210,7560,4536,Online
Walmart,1197831,2020-08-28,South,Texas,Houston,Mens Apparel,41,196,8036,3214,Online
Walmart,1197831,2020-08-29,South,Texas,Houston,Womens Apparel,47,293,13771,8676,Online
Walmart,1197831,2020-08-30,South,Texas,Houston,Mens Street Footwear,37,268,9916,4859,Online
Walmart,1197831,2020-08-31,South,Texas,Houston,Mens Athletic Footwear,41,259,10619,4779,Online
Walmart,1197831,2020-09-01,South,Texas,Houston,Womens Street Footwear,39,297,11583,5328,Online
Walmart,1197831,2020-09-02,South,Texas,Houston,Womens Athletic Footwear,38,189,7182,4237,Online
Walmart,1197831,2020-09-03,South,Texas,Houston,Mens Apparel,41,169,6929,2772,Online
Walmart,1197831,2020-09-04,South,Texas,Houston,Womens Apparel,46,225,10350,6728,Online
Walmart,1197831,2020-09-05,South,Texas,Houston,Mens Street Footwear,44,255,11220,5386,Online
Walmart,1197831,2020-09-06,South,Texas,Houston,Mens Athletic Footwear,41,213,8733,4017,Online
Walmart,1197831,2020-09-07,South,Texas,Houston,Womens Street Footwear,46,234,10764,5274,Online
Walmart,1197831,2020-09-08,South,Texas,Houston,Womens Athletic Footwear,47,181,8507,4679,Online
Walmart,1197831,2020-09-09,South,Texas,Houston,Mens Apparel,44,175,7700,3311,Online
Walmart,1197831,2020-09-10,South,Texas,Houston,Womens Apparel,50,213,10650,6816,Online
Walmart,1197831,2020-09-11,South,Texas,Houston,Mens Street Footwear,44,240,10560,5280,Online
Walmart,1197831,2020-09-12,South,Texas,Houston,Mens Athletic Footwear,43,216,9288,4365,Online
Walmart,1197831,2020-09-13,South,Texas,Houston,Womens Street Footwear,48,188,9024,4241,Online
Walmart,1197831,2020-09-14,South,Texas,Houston,Womens Athletic Footwear,45,168,7560,4385,Online
Walmart,1197831,2020-09-15,South,Texas,Houston,Mens Apparel,42,150,6300,2583,Online
Walmart,1197831,2020-09-16,South,Texas,Houston,Womens Apparel,53,210,11130,6901,Online
Walmart,1197831,2020-10-20,South,Texas,Houston,Mens Street Footwear,43,234,10062,4930,Online
Walmart,1197831,2020-10-21,South,Texas,Houston,Mens Athletic Footwear,43,243,10449,5120,Online
Walmart,1197831,2020-10-22,South,Texas,Houston,Womens Street Footwear,47,206,9682,4647,Online
Walmart,1197831,2020-10-23,South,Texas,Houston,Womens Athletic Footwear,48,203,9744,5359,Online
Walmart,1197831,2020-10-24,South,Texas,Houston,Mens Apparel,42,195,8190,3686,Online
Walmart,1197831,2020-10-25,South,Texas,Houston,Womens Apparel,51,247,12597,7810,Online
Walmart,1197831,2020-10-26,South,Texas,Houston,Mens Street Footwear,41,238,9758,4684,Online
Walmart,1197831,2020-10-27,South,Texas,Houston,Mens Athletic Footwear,44,285,12540,6019,Online
Walmart,1197831,2020-10-28,South,Texas,Houston,Womens Street Footwear,47,255,11985,5873,Online
Walmart,1197831,2020-10-29,South,Texas,Houston,Womens Athletic Footwear,47,182,8554,4961,Online
Walmart,1197831,2020-10-30,South,Texas,Houston,Mens Apparel,42,169,7098,3194,Online
Walmart,1197831,2020-10-31,South,Texas,Houston,Womens Apparel,53,261,13833,8576,Online
West Gear,1128299,2020-11-01,South,Texas,Houston,Mens Street Footwear,37,209,7733,3480,Online
West Gear,1128299,2020-11-02,South,Texas,Houston,Mens Athletic Footwear,49,194,9506,2947,Online
West Gear,1128299,2020-11-03,South,Texas,Houston,Womens Street Footwear,46,217,9982,4492,Online
West Gear,1128299,2020-11-04,South,Texas,Houston,Womens Athletic Footwear,48,175,8400,3360,Online
West Gear,1128299,2020-11-05,West,California,San Francisco,Mens Apparel,51,161,8211,5173,Online
West Gear,1128299,2020-11-06,West,California,San Francisco,Womens Apparel,49,233,11417,2854,Online
West Gear,1128299,2020-11-07,West,California,San Francisco,Mens Street Footwear,37,223,8251,4126,Online
West Gear,1128299,2020-11-08,West,California,San Francisco,Mens Athletic Footwear,49,210,10290,3190,Online
West Gear,1128299,2020-11-09,West,California,San Francisco,Womens Street Footwear,49,196,9604,4706,Online
West Gear,1128299,2020-11-10,West,California,San Francisco,Womens Athletic Footwear,47,150,7050,2961,Online
West Gear,1128299,2020-11-11,West,California,San Francisco,Mens Apparel,50,140,7000,4270,Online
West Gear,1128299,2020-11-12,West,California,San Francisco,Womens Apparel,46,182,8372,2344,Online
West Gear,1128299,2020-11-13,West,California,San Francisco,Mens Street Footwear,49,230,11270,5072,Online
West Gear,1128299,2020-11-14,West,California,San Francisco,Mens Athletic Footwear,58,175,10150,3045,Online
West Gear,1128299,2020-11-15,West,California,San Francisco,Womens Street Footwear,55,203,11165,5248,Online
West Gear,1128299,2020-12-22,West,California,San Francisco,Womens Athletic Footwear,58,174,10092,4340,Online
West Gear,1128299,2020-12-23,West,California,San Francisco,Mens Apparel,62,145,8990,5664,Online
West Gear,1128299,2020-12-24,West,California,San Francisco,Womens Apparel,54,210,11340,3062,Online
West Gear,1128299,2020-12-25,West,California,San Francisco,Mens Street Footwear,56,228,12768,6001,Online
West Gear,1128299,2020-12-26,West,California,San Francisco,Mens Athletic Footwear,62,203,12586,3776,Online
West Gear,1128299,2020-12-27,West,California,San Francisco,Womens Street Footwear,64,210,13440,6720,Online
West Gear,1128299,2020-12-28,West,California,San Francisco,Womens Athletic Footwear,54,188,10152,4162,Online
West Gear,1128299,2020-12-29,West,California,San Francisco,Mens Apparel,59,152,8968,5829,Online
West Gear,1128299,2020-12-30,West,California,San Francisco,Womens Apparel,72,203,14616,3946,Online
West Gear,1128299,2020-12-31,West,California,San Francisco,Mens Street Footwear,56,252,14112,7056,Online
West Gear,1128299,2021-01-01,West,California,San Francisco,Mens Athletic Footwear,64,225,14400,5184,Online
West Gear,1128299,2021-01-02,West,California,San Francisco,Womens Street Footwear,60,218,13080,6671,Online
West Gear,1128299,2021-01-03,West,California,San Francisco,Womens Athletic Footwear,56,182,10192,4586,Online
West Gear,1128299,2021-01-04,West,California,San Francisco,Mens Apparel,60,154,9240,6098,Online
West Gear,1128299,2021-01-05,West,California,San Francisco,Womens Apparel,72,189,13608,4491,Online
West Gear,1128299,2021-01-06,West,California,San Francisco,Mens Street Footwear,56,273,15288,7644,Online
West Gear,1128299,2021-01-07,West,California,San Francisco,Mens Athletic Footwear,63,248,15624,5781,Online
West Gear,1128299,2021-01-08,West,California,San Francisco,Womens Street Footwear,64,206,13184,7251,Online
West Gear,1128299,2021-01-09,West,California,San Francisco,Womens Athletic Footwear,59,210,12390,6071,Online
West Gear,1128299,2021-01-10,West,California,San Francisco,Mens Apparel,62,155,9610,6343,Online
West Gear,1128299,2021-01-11,West,California,San Francisco,Womens Apparel,72,219,15768,5519,Online
West Gear,1128299,2021-01-12,West,California,San Francisco,Mens Street Footwear,56,277,15512,6980,Online
West Gear,1128299,2021-01-13,West,California,San Francisco,Mens Athletic Footwear,59,245,14455,4915,Online
West Gear,1128299,2021-01-14,West,California,San Francisco,Womens Street Footwear,62,248,15376,7073,Online
West Gear,1128299,2021-01-15,West,California,San Francisco,Womens Athletic Footwear,55,218,11990,4796,Online
West Gear,1128299,2021-01-16,West,California,San Francisco,Mens Apparel,64,233,14912,9544,Online
West Gear,1128299,2021-01-17,West,California,San Francisco,Womens Apparel,72,233,16776,4865,Online
West Gear,1128299,2021-01-18,West,California,San Francisco,Mens Street Footwear,62,273,16926,7786,Online
West Gear,1128299,2021-01-19,West,California,San Francisco,Mens Athletic Footwear,66,259,17094,5128,Online
West Gear,1128299,2021-01-20,West,California,San Francisco,Womens Street Footwear,60,200,12000,5640,Online
West Gear,1128299,2021-01-21,West,California,San Francisco,Womens Athletic Footwear,59,188,11092,4548,Online
West Gear,1128299,2021-01-22,West,California,San Francisco,Mens Apparel,69,188,12972,7913,Online
West Gear,1128299,2021-01-23,West,California,San Francisco,Womens Apparel,76,181,13756,3439,Online
West Gear,1128299,2021-01-24,West,California,San Francisco,Mens Street Footwear,51,241,12291,5162,Online
West Gear,1128299,2021-01-25,West,California,San Francisco,Mens Athletic Footwear,56,268,15008,4202,Online
West Gear,1128299,2021-01-26,West,California,San Francisco,Womens Street Footwear,52,225,11700,4680,Online
West Gear,1128299,2021-01-27,West,California,San Francisco,Womens Athletic Footwear,53,203,10759,3766,Online
West Gear,1128299,2021-01-28,West,California,San Francisco,Mens Apparel,63,218,13734,7966,Online
West Gear,1128299,2021-01-29,West,California,San Francisco,Womens Apparel,65,217,14105,3385,Online
West Gear,1128299,2021-01-30,West,California,San Francisco,Mens Street Footwear,51,236,12036,5416,Online
West Gear,1128299,2021-01-31,West,California,San Francisco,Mens Athletic Footwear,59,219,12921,3747,Online
West Gear,1128299,2021-02-01,West,California,San Francisco,Womens Street Footwear,50,182,9100,3822,Online
West Gear,1128299,2021-02-02,West,California,San Francisco,Womens Athletic Footwear,51,203,10353,3727,Online
West Gear,1128299,2021-02-03,West,California,San Francisco,Mens Apparel,59,182,10738,6228,Online
West Gear,1128299,2021-02-04,West,California,San Francisco,Womens Apparel,63,196,12348,2840,Online
West Gear,1128299,2021-02-05,West,California,San Francisco,Mens Street Footwear,52,263,13676,6017,Online
West Gear,1128299,2021-02-06,West,California,San Francisco,Mens Athletic Footwear,58,236,13688,3422,Online
West Gear,1128299,2021-02-07,West,California,San Francisco,Womens Street Footwear,50,210,10500,4200,Online
West Gear,1128299,2021-02-08,West,California,San Francisco,Womens Athletic Footwear,53,210,11130,4452,Online
West Gear,1128299,2021-02-09,West,California,San Francisco,Mens Apparel,63,163,10269,5853,Online
West Gear,1128299,2021-02-10,West,California,San Francisco,Womens Apparel,67,202,13534,2842,Online
West Gear,1128299,2021-02-11,West,California,San Francisco,Mens Street Footwear,51,293,14943,5977,Online
West Gear,1128299,2021-02-12,West,California,San Francisco,Mens Athletic Footwear,58,273,15834,4275,Online
West Gear,1128299,2021-02-13,West,California,San Francisco,Womens Street Footwear,52,233,12116,4846,Online
West Gear,1128299,2021-02-14,West,California,San Francisco,Womens Athletic Footwear,51,194,9894,3958,Online
West Gear,1128299,2021-02-15,West,California,San Francisco,Mens Apparel,59,175,10325,6195,Online
West Gear,1128299,2021-02-16,West,California,San Francisco,Womens Apparel,67,208,13936,3205,Online
Kohls,1189833,2021-02-17,West,California,San Francisco,Mens Street Footwear,32,203,6496,3313,Online
Kohls,1189833,2021-02-18,West,California,San Francisco,Mens Athletic Footwear,41,196,8036,2893,Online
Kohls,1189833,2021-03-09,West,California,San Francisco,Womens Street Footwear,41,189,7749,4029,Online
Kohls,1189833,2021-03-10,West,California,San Francisco,Womens Athletic Footwear,41,160,6560,3214,Online
Kohls,1189833,2021-03-11,West,California,Los Angeles,Mens Apparel,49,145,7105,4689,Online
Kohls,1189833,2021-03-12,West,California,Los Angeles,Womens Apparel,41,182,7462,2313,Online
Kohls,1189833,2021-03-13,West,California,Los Angeles,Mens Street Footwear,34,225,7650,4055,Online
Kohls,1189833,2021-03-14,West,California,Los Angeles,Mens Athletic Footwear,43,195,8385,3354,Online
Kohls,1189833,2021-03-15,West,California,Los Angeles,Womens Street Footwear,44,169,7436,3718,Online
Kohls,1189833,2021-03-16,West,California,Los Angeles,Womens Athletic Footwear,41,152,6232,3054,Online
Kohls,1189833,2021-03-17,West,California,Los Angeles,Mens Apparel,46,113,5198,3535,Online
Kohls,1189833,2021-03-18,West,California,Los Angeles,Womens Apparel,41,176,7216,2165,Online
Kohls,1189833,2021-03-19,West,California,Los Angeles,Mens Street Footwear,32,216,6912,3456,Online
Kohls,1189833,2021-03-20,West,California,Los Angeles,Mens Athletic Footwear,41,195,7995,2798,Online
Kohls,1189833,2021-03-21,West,California,Los Angeles,Womens Street Footwear,42,169,7098,3904,Online
Kohls,1189833,2021-03-22,West,California,Los Angeles,Womens Athletic Footwear,41,154,6314,2841,Online
Kohls,1189833,2021-03-23,West,California,Los Angeles,Mens Apparel,46,106,4876,3316,Online
Kohls,1189833,2021-04-06,West,California,Los Angeles,Womens Apparel,41,188,7708,2698,Online
Kohls,1189833,2021-04-07,West,California,Los Angeles,Mens Street Footwear,43,240,10320,5160,Online
Kohls,1189833,2021-04-08,West,California,Los Angeles,Mens Athletic Footwear,49,156,7644,2752,Online
Kohls,1189833,2021-04-09,West,California,Los Angeles,Womens Street Footwear,49,175,8575,4716,Online
Kohls,1189833,2021-04-10,West,California,Los Angeles,Womens Athletic Footwear,43,152,6536,3203,Online
Kohls,1189833,2021-04-11,West,California,Los Angeles,Mens Apparel,49,119,5831,3848,Online
Kohls,1189833,2021-04-12,West,California,Los Angeles,Womens Apparel,62,174,10788,3560,Online
Kohls,1189833,2021-04-13,West,California,Los Angeles,Mens Street Footwear,41,208,8528,4435,Online
Kohls,1189833,2021-04-14,West,California,Los Angeles,Mens Athletic Footwear,47,169,7943,2780,Online
Kohls,1189833,2021-04-15,West,California,Los Angeles,Womens Street Footwear,45,163,7335,3814,Online
Kohls,1189833,2021-04-16,West,California,Los Angeles,Womens Athletic Footwear,41,154,6314,3031,Online
Kohls,1189833,2021-04-17,West,California,Los Angeles,Mens Apparel,45,131,5895,3832,Online
Kohls,1189833,2021-04-18,West,California,Los Angeles,Womens Apparel,64,181,11584,3591,Online
Kohls,1189833,2021-04-19,West,California,Los Angeles,Mens Street Footwear,44,270,11880,6534,Online
Kohls,1189833,2021-04-20,West,California,Los Angeles,Mens Athletic Footwear,47,225,10575,3701,Online
Kohls,1189833,2021-04-21,West,California,Los Angeles,Womens Street Footwear,48,203,9744,5359,Online
Kohls,1189833,2021-04-22,West,California,Los Angeles,Womens Athletic Footwear,44,175,7700,3696,Online
Kohls,1189833,2021-04-23,West,California,Los Angeles,Mens Apparel,45,125,5625,3881,Online
Kohls,1189833,2021-04-24,West,California,Los Angeles,Womens Apparel,60,200,12000,3720,Online
Kohls,1189833,2021-04-25,West,California,Los Angeles,Mens Street Footwear,41,238,9758,4977,Online
Kohls,1189833,2021-04-26,West,California,Los Angeles,Mens Athletic Footwear,46,216,9936,3776,Online
Kohls,1189833,2021-04-27,West,California,Los Angeles,Womens Street Footwear,47,218,10246,5328,Online
Kohls,1189833,2021-04-28,West,California,Los Angeles,Womens Athletic Footwear,44,189,8316,3992,Online
Kohls,1189833,2021-04-29,West,California,Los Angeles,Mens Apparel,46,189,8694,5738,Online
Kohls,1189833,2021-04-30,West,California,Los Angeles,Womens Apparel,59,203,11977,3593,Online
Kohls,1189833,2021-05-01,West,California,Los Angeles,Mens Street Footwear,47,252,11844,6159,Online
Kohls,1189833,2021-05-02,West,California,Los Angeles,Mens Athletic Footwear,51,221,11271,4508,Online
Kohls,1189833,2021-05-03,West,California,Los Angeles,Womens Street Footwear,48,218,10464,5337,Online
Kohls,1189833,2021-05-04,West,California,Los Angeles,Womens Athletic Footwear,47,169,7943,3813,Online
Kohls,1189833,2021-05-05,West,California,Los Angeles,Mens Apparel,58,182,10556,7073,Online
Kohls,1189833,2021-05-06,West,California,Los Angeles,Womens Apparel,61,189,11529,4035,Online
Kohls,1189833,2021-05-07,West,California,Los Angeles,Mens Street Footwear,47,213,10011,5406,Online
Kohls,1189833,2021-05-08,West,California,Los Angeles,Mens Athletic Footwear,50,247,12350,4570,Online
Kohls,1189833,2021-05-09,West,California,Los Angeles,Womens Street Footwear,46,196,9016,4508,Online
Kohls,1189833,2021-05-10,West,California,Los Angeles,Womens Athletic Footwear,46,176,8096,4048,Online
Kohls,1189833,2021-05-11,West,California,Los Angeles,Mens Apparel,58,163,9454,6334,Online
Kohls,1189833,2021-05-12,West,California,Los Angeles,Womens Apparel,59,189,11151,3457,Online
Kohls,1189833,2021-05-13,West,California,Los Angeles,Mens Street Footwear,49,224,10976,5488,Online
Kohls,1189833,2021-05-14,West,California,Los Angeles,Mens Athletic Footwear,51,232,11832,4260,Online
Kohls,1189833,2021-05-15,West,California,Los Angeles,Womens Street Footwear,49,176,8624,4398,Online
Kohls,1189833,2021-05-16,West,California,Los Angeles,Womens Athletic Footwear,48,175,8400,3780,Online
Kohls,1189833,2021-05-17,West,California,Los Angeles,Mens Apparel,56,174,9744,6626,Online
Kohls,1189833,2021-05-18,West,California,Los Angeles,Womens Apparel,62,176,10912,3819,Online
